binding_energy_eV,raw_intensity,background,component:imide_carbonyl_O,component:acid_carbonyl_O,component:methoxy_O,component:acid_hydroxyl_OH,total_fit,residual
527.5000537109374,22216.23476585835,23083.29197531836,547.6610138589779,203.24569699919965,238.048117827875,68.6839238616483,24140.93072786606,-1924.6959620077105
527.6000537109375,22638.331799955693,23115.96456726386,581.2680907811864,213.40325735346894,247.75413143995414,71.12742605780375,24229.517472896274,-1591.1856729405808
527.7000537109375,22336.845288275614,23148.63715920936,618.0313911211684,224.3362650134729,258.06332355447813,73.70322393819866,24322.771362836676,-1985.9260745610627
527.8000537109374,22643.04130769316,23181.309751154826,658.353993931788,236.12509729050964,269.0264819760881,76.42100796646179,24421.236332319673,-1778.1950246265114
527.9000537109374,22509.519297626728,23213.982343100324,702.7045883686214,248.86073448501688,280.699826596153,79.29136896277248,24525.538861512887,-2016.0195638861587
528.0000537109374,22306.104916777498,23246.654935045826,751.6306056130527,262.64646818188464,293.1457178748688,82.32589997450776,24636.40362669014,-2330.2987099126403
528.1000537109375,22594.474854706157,23279.327526991325,805.7746444015106,277.5999361866187,306.43347486311194,85.53731179343723,24754.672894236002,-2160.198039529845
528.2000537109375,22490.48404668063,23312.000118936827,865.8954562714475,293.85555666820227,320.6403224272689,88.9395642395732,24881.33101854332,-2390.8469718626875
528.3000537109374,22823.933802423417,23344.67271088229,932.8957275048472,311.5674525418562,335.8524913734175,92.54801570786535,25017.536398010274,-2193.602595586857
528.4000537109374,23527.296701000065,23377.34530282779,1007.86095427784,330.9129810349646,352.16650013313637,96.37959392513744,25164.66533219887,-1637.3686311988058
528.5000537109374,23664.949371874092,23410.017894773293,1092.118014302632,352.09701487213823,369.6906528124894,100.45299140773149,25324.376568168285,-1659.427196294193
528.6000537109375,22709.34907152419,23442.69048671879,1187.3306512140764,375.35716436302215,388.5467960292933,104.78888976647997,25498.713988091662,-2789.3649165674724
528.7000537109375,22979.38241401422,23475.363078664293,1295.6652039506473,400.9701915336863,408.87238646927455,109.41021780052407,25690.281078418426,-2710.898664404205
528.8000537109374,23421.538640447332,23508.035670609755,1420.0875729573083,429.25996555836144,430.8229330002824,114.34244928852672,25902.548591414234,-2481.0099509669017
528.9000537109374,24105.623722519114,23540.708262555258,1564.8948721185275,460.6074836002954,454.5748921716287,119.61394756618546,26140.399458011896,-2034.7757354927817
529.0000537109374,24553.680887567058,23573.380854500756,1736.6409460320845,495.4638267142061,480.3291148830401,125.25636542512919,26411.071107555217,-1857.3902199881595
529.1000537109375,24552.54690001604,23606.053446446258,1945.6707185328712,534.367645083008,508.31496611942976,131.30511064759466,26725.71188682916,-2173.164986813121
529.2000537109375,25238.810492135788,23638.726038391756,2208.5007329759037,577.9703021142997,538.7952705126606,137.79988968848068,27101.7922336831,-1862.9817415473117
529.3000537109374,25585.38447455876,23671.398630337222,2551.2133680903253,627.0749710788498,572.0722763701331,144.78534474189817,27566.54459061843,-1981.1601160596692
529.4000537109374,26592.150218161274,23704.07122228272,3013.7931823311155,682.7021571244798,608.49488313364,152.3118028243304,28161.373247696287,-1569.2230295350128
529.5000537109374,27545.58353802223,23736.743814228223,3654.8616621661504,746.2053214073491,648.467447897863,160.4361597544103,28946.714405453997,-1401.130867431766
529.6000537109375,28310.380619733554,23769.41640617372,4555.5685540303675,819.4787551303407,692.4605873259517,169.22292724993838,30006.14722991032,-1695.7666101767645
529.7000537109375,30837.584522136094,23802.088998119223,5820.6226342284735,905.3267090632014,741.0245480266714,178.745478108916,31447.808367546488,-610.2238454103936
529.8000537109374,33472.78471961298,23834.761590064685,7573.9201861080455,1008.0951696095315,794.8059920090697,189.08753300956297,33400.67047080089,72.1142488120895
529.9000537109374,35233.33906752926,23867.434182010187,9946.40206428319,1134.6943720670522,854.5695760270961,200.3449434133477,36003.44513780087,-770.1060702716059
530.0000537109374,39188.45810433735,23900.10677395569,13054.9910125795,1296.1371033806158,921.2268121540784,212.62783916322834,39385.08954123311,-196.631436895761
530.1000537109375,44019.66918893021,23932.779365901188,16973.632240731553,1509.6473177921287,995.8770486987011,226.06322779427558,43637.999200917846,381.6699880123633
530.2000537109375,49234.84922181662,23965.45195784669,21699.691016317338,1801.212723617449,1079.870291947492,240.79815723553642,48787.024146964504,447.8250748521168
530.3000537109374,56230.08865904154,23998.12454979215,27119.5952355287,2208.1391950766006,1174.9112282724193,257.0035881627009,54757.773796832575,1472.3148622089648
530.4000537109374,62160.97562103176,24030.797141737654,32975.41200090248,2780.7446442636974,1283.2415395326234,274.87917475237145,61345.07450118883,815.9011198429289
530.5000537109374,68015.84775700798,24063.469733683152,38831.93071861862,3581.926810990607,1407.9673898151354,294.659241561799,68179.9538946693,-164.10613766132155
530.6000537109375,75416.99115940952,24096.142325628654,44054.90972879798,4683.169782368947,1553.6433813598026,316.62041324831364,74704.4856314037,712.505528005815
530.7000537109375,80051.98010616549,24128.814917574153,47852.811748498556,6155.864521777883,1727.280059704501,341.0917016020516,80205.86294915715,-153.88284299166116
530.8000537109374,83293.38899451292,24161.48750951962,49472.68934086169,8057.732394044817,1939.9928038159842,368.4685919489001,84000.37064019102,-706.9816456780973
530.9000537109374,85303.7971725703,24194.160101465117,48538.11834891226,10415.447674560523,2209.5180124991007,399.23421484037516,85756.47835227738,-452.6811797070841
531.0000537109374,85048.46449142863,24226.83269341062,45270.6391442296,13205.56871790469,2563.7256799612514,433.993781772733,85700.7600172789,-652.2955258502625
531.1000537109375,84902.10909114046,24259.505285356117,40355.34893700412,16335.64215222753,3044.980279212831,473.5342642649871,84469.01091806559,433.0981730748754
531.2000537109375,83897.93958178302,24292.17787730162,34600.81813266064,19625.706307762077,3714.691520663382,518.9312807058462,82752.32511909356,1145.6144626894675
531.3000537109374,82014.02882032625,24324.85046924708,28693.337319881495,22790.870422275508,4656.6841649552725,571.7405427196218,81037.48291907898,976.5459012472711
531.4000537109374,79483.27906933642,24357.523061192584,23121.64452420651,25437.81535590612,5977.282807692503,634.3315300012075,79528.59727899893,-45.31820966250962
531.5000537109374,77961.6869186072,24390.195653138082,18188.972003995717,27116.07855837293,7799.6064040845795,710.4416433024378,78205.29426289375,-243.6073442865454
531.6000537109375,76303.78994598472,24422.868245083584,14045.09126680487,27466.09294647616,10249.935036474068,806.0379408376149,76990.0254356763,-686.2354896915786
531.7000537109375,74927.72322697742,24455.540837029086,10719.614923824614,26404.446893686792,13435.426953716764,930.5493952043491,75945.57900346161,-1017.8557764841826
531.8000537109374,75296.1939547249,24488.213428974548,8156.115868029194,24174.901287195535,17414.68916972699,1098.4473264688713,75332.36708039514,-36.173125670233276
531.9000537109374,75323.9434091364,24520.88602092005,6246.2827977499,21207.673884644035,22164.688469448934,1330.9814046806903,75470.51257744362,-146.56916830722184
532.0000537109374,77827.42907923934,24553.55861286555,4860.544794231199,17935.96181694716,27547.552822803547,1657.6248305008626,76555.24287734833,1272.1862018910178
532.1000537109375,80017.0152898106,24586.23120481105,3871.500838154785,14699.206841900594,33278.20540883001,2116.497573660923,78551.64186735735,1465.3734224532527
532.2000537109375,81594.71520393922,24618.90379675655,3168.4673703732055,11726.678778114205,38892.98550630228,2752.8391372974265,81159.87458884367,434.84061509555613
532.3000537109374,82831.09561206396,24651.576388702015,2663.771533604523,9151.21421962004,43735.58879811305,3614.6553602699496,83816.80630030957,-985.7106882456137
532.4000537109374,85280.81070836323,24684.248980647513,2292.936716821814,7027.607459513849,47022.696323052194,4745.098706287815,85772.58818632318,-491.7774779599422
532.5000537109374,85452.88915686558,24716.921572593015,2011.3432584220682,5351.236428394461,48072.68437205012,6171.929709944594,86324.11534140425,-871.2261845386674
532.6000537109375,84261.91102127459,24749.594164538514,1789.5677168836442,4077.197605477476,46637.473486491,7895.232141228833,85149.06511461947,-887.154093344885
532.7000537109375,83331.25586331468,24782.266756484016,1608.8575689561922,3138.7968636903843,43052.27587625207,9874.814517874313,82457.01158325697,874.2442800577119
532.8000537109374,79051.57881668904,24814.939348429478,1457.4567694976975,2463.198323635506,38036.82688067216,12017.953838985915,78790.37516122076,261.20365546828543
532.9000537109374,75368.11901521242,24847.61194037498,1327.9581612468721,1982.5441592884974,32364.809991003138,14167.313114205077,74690.23736611857,677.881649093848
533.0000537109374,71326.32373051925,24880.28453232048,1215.5605216876045,1640.1367436407113,26663.24740800153,16092.666170044355,70491.89537569469,834.4283548245585
533.1000537109375,66024.62388288065,24912.95712426598,1116.9997698868822,1392.4346427563544,21365.716604233516,17504.991749093777,66293.09989023651,-268.4760073558573
533.2000537109375,62381.592425672316,24945.62971621148,1029.9279068928668,1208.2190123766875,16731.84317852904,18126.191656353676,62041.811470363755,339.7809553085608
533.3000537109374,56734.449168853556,24978.302308156944,952.5642779673699,1066.323822128454,12879.160787440753,17812.330012601138,57688.681208294656,-954.2320394410999
533.4000537109374,52429.95730907162,25010.974900102447,883.5015034016076,953.0026433368413,9815.54502908132,16637.92395847816,53300.948034400375,-870.9907253287529
533.5000537109374,48565.27073557368,25043.647492047945,821.5950090355157,859.5712352112256,7472.5471524395225,14850.626227911134,49047.987116645345,-482.71638107166655
533.6000537109375,44430.462459660564,25076.320083993447,765.8965774690339,780.5896195170117,5738.1726556399135,12747.060541098577,45108.03947771798,-677.5770180574182
533.7000537109375,41628.401936371,25108.992675938945,715.6112016719429,712.6012506045602,4485.3746047859395,10580.780695401412,41603.3604284028,25.041507968206133
533.8000537109374,39102.90273079654,25141.66526788441,670.066822533476,653.3274818867428,3593.00599970137,8533.132279738556,38591.19785174455,511.7048790519839
533.9000537109374,36337.87893616366,25174.33785982991,628.6917664511627,601.1849489513097,2958.1013728707217,6717.160993980862,36079.476942083966,258.4019940796934
534.0000537109374,34671.08430940761,25207.01045177541,590.9972265728428,555.0095914634663,2500.502313845969,5189.298550196813,34042.818133854504,628.266175553108
534.1000537109375,33530.37868067381,25239.68304372091,556.563323027185,513.902756221762,2162.0893727332377,3961.564159133026,32433.802654836123,1096.5760258376904
534.2000537109375,31848.18086820241,25272.355635666412,525.0278482594126,477.14513784138234,1903.1023218710413,3014.056885209464,31191.687828847713,656.4930393546965
534.3000537109374,31005.747325961533,25305.028227611874,496.0770954320425,444.1468964248807,1697.5480684633078,2307.4888480147433,30250.28913594685,755.4581900146841
534.4000537109374,30232.009269554474,25337.700819557376,469.438333923474,414.41678362833346,1528.9461372109256,1794.4705032911731,29544.972577611283,687.0366919431908
534.5000537109374,29876.42420092987,25370.373411502875,444.8736020199162,387.5414563883053,1386.9736563901288,1428.1917108087473,29017.953837109973,858.4703638198953
534.6000537109375,29797.01073279901,25403.046003448377,422.1745610147658,363.17057918917357,1265.0992610453857,1167.8533587076165,28621.34376340532,1175.6669693936929
534.7000537109375,28820.304139822176,25435.718595393875,401.1582096847233,341.0055122131853,1159.05141101523,981.0565968672308,28317.990325174243,502.3138146479323
534.8000537109374,28689.86638765286,25468.39118733934,381.66329979140886,320.790429377716,1065.8913690458376,843.9253157493712,28080.661601303676,609.2047863491825
534.9000537109374,28056.654818374172,25501.06377928484,363.54732549621167,302.30520411406707,983.4794580013162,739.9087650603767,27890.304531956812,166.35028641736062
535.0000537109374,28147.076856125568,25533.73637123034,346.6839847489767,285.3596419544557,910.1766446614971,658.0789129974651,27734.035555592734,413.0413005328337
535.1000537109375,27847.242882930936,25566.408963175843,330.96103049629,269.78876716344183,844.6781350233945,591.4653613319208,27603.30225719089,243.9406257400442
535.2000537109375,28739.66893749053,25599.08155512134,316.2784451936829,255.44894706359543,785.9177642362018,535.6974423406035,27492.424153955424,1247.244783535105
535.3000537109374,28530.09689058525,25631.754147066807,302.54688452678573,242.21468847281392,733.009596569951,488.0227047576206,27397.548021393977,1132.5488691912724
535.4000537109374,27668.71134434332,25664.426739012306,289.6863461594322,229.97597707044002,685.209342207112,446.6591770785483,27315.957581527837,352.75376281548233
535.5000537109374,27891.68087717466,25697.099330957808,277.62502727416324,218.63605778158833,641.8868893228729,410.39740538245167,27245.644710718883,646.036166455775
535.6000537109375,27960.707689549756,25729.771922903306,266.2983410691856,208.10957518358586,602.5056103874088,378.36888386545803,27185.054333408945,775.6533561408105
535.7000537109375,28061.514836249244,25762.44451484881,255.64806755091442,198.32100918463578,566.6061907096331,349.91593145185544,27132.935713745846,928.5791225033972
535.8000537109374,27743.32918956018,25795.11710679427,245.62161816231367,189.2033539451036,533.7937118291784,324.5192914925046,27088.25508222337,655.0741073368081
535.9000537109374,28041.526652340763,25827.789698739773,236.17139721209077,180.69699803294256,503.72719856920315,301.75696892104446,27050.142261475055,991.3843908657072
536.0000537109374,27963.743656898383,25860.46229068527,227.25424587246522,172.7487717410036,476.11108706967985,281.2795222225991,27017.85591759102,945.8877393073635
536.1000537109375,27884.820623841242,25893.134882630773,218.83095681451272,165.31113380911597,450.6882161994131,262.79405958103376,26990.759249034847,894.0613748063952
536.2000537109375,28695.747852325396,25925.80747457627,210.86584944764437,158.34147484347272,427.23403949372545,246.0530384115133,26968.301876772628,1727.4459755527678
536.3000537109374,28875.012958428688,25958.480066521737,203.3263972987032,151.801518780673,405.5518219608083,230.84592779120527,26950.005732353125,1925.0072260755624
536.4000537109374,28626.234874874226,25991.152658467236,196.18290036839466,145.65680701445174,385.4686361486879,216.9927409867578,26935.453742985526,1690.7811318886997
536.5000537109374,28445.240523826855,26023.825250412738,189.40819638712458,139.87625245230493,366.8320101282475,204.3388922064699,26924.280601586885,1520.9599222399702
536.6000537109375,28515.94091205675,26056.49784235824,182.97740579752545,134.431752923195,349.5071097142517,192.75104550709864,26916.16515630031,1599.77575575644
536.7000537109375,28636.26183277308,26089.170434303738,176.8677060498256,129.29785511649058,333.3743604486621,182.11373280616414,26910.82408872488,1725.4377440482021
536.8000537109374,27862.656177428795,26121.8430262492,171.0581314333974,124.45146167336509,318.32743312957535,172.32657976397894,26908.00663224952,954.6495451792762
536.9000537109374,28288.629368372593,26154.515618194702,165.52939520487664,119.87157523726837,304.2715311166171,163.3020176474884,26907.490137400953,1381.1392309716393
537.0000537109374,28317.425790360507,26187.188210140204,160.2637312271432,115.53907424857802,291.12192913154513,154.96338672454442,26909.076331472013,1408.3494588884932
537.1000537109375,28576.799928122808,26219.860802085703,155.24475271765635,111.43651607865279,278.8027224492054,147.24335697920569,26912.588150310425,1664.211777812383
537.2000537109375,28356.1724322107,26252.533394031205,150.4573260314248,107.54796377202732,267.2457527387933,140.0826073378598,26917.86704391131,1438.3053882993918
537.3000537109374,28190.23312424657,26285.205985976667,145.88745768183193,103.85883322666537,256.3896827502668,133.42871650209628,26924.770676137527,1265.4624481090432
537.4000537109374,28021.876833613736,26317.87857792217,141.5221930399377,100.35575811154996,246.17919684449933,127.23522777871014,26933.170953696866,1088.70587991687
537.5000537109374,28605.48181381048,26350.551169867667,137.3495253561106,97.02647021462046,236.56430826968875,121.4608576015882,26942.952331309676,1662.5294825008023
537.6000537109375,27761.277303529852,26383.22376181317,133.3583139218848,93.85969324504272,227.4997572708952,116.06882321193808,26954.01034946293,807.2669540669231
537.7000537109375,28741.541881944027,26415.896353758668,129.53821033988592,90.84504839325601,218.9444867281665,111.02626954760633,26966.25036876758,1775.2915131764457
537.8000537109374,28497.028260494786,26448.568945704134,125.87959199858415,87.97297018840845,210.86118416222897,106.30377904991354,26979.58647110327,1517.441789391516
537.9000537109374,28340.61835787578,26481.241537649636,122.37350196003156,85.2346313931628,203.2158807150964,101.87495102852372,26993.94050274645,1346.6778551293319
538.0000537109374,27990.76735641887,26513.914129595134,119.01159456518802,82.62187584628124,195.97759917681182,97.71603958560044,27009.241238769016,981.5261176498534
538.1000537109375,28218.55080018115,26546.586721540632,115.78608614482941,80.12715830850208,189.11804434476235,93.80564100894247,27025.423651347668,1193.1271488334824
538.2000537109375,27661.29337627185,26579.259313486134,112.68971029673737,77.74349049141927,182.61133001505854,90.12442309348162,27042.42826738283,618.8651088890183
538.3000537109374,27766.836973498383,26611.9319054316,109.71567725292365,75.46439255528617,176.43373775166506,86.65489011334986,27060.200603104826,706.6363703935567
538.4000537109374,28212.021873786944,26644.6044973771,106.85763691569986,73.28384945290199,170.56350328848796,83.38117820004904,27078.690665234237,1133.3312085527068
538.5000537109374,27717.416128135108,26677.277089322597,104.1096451895506,71.19627157528465,164.98062701625776,80.2888767309092,27097.8525098346,619.5636183005081
538.6000537109375,27755.169338681873,26709.9496812681,101.46613327772111,69.19645922242061,159.66670550872126,77.36487203124805,27117.64385130821,637.525487373663
538.7000537109375,27147.193167822854,26742.6222732136,98.92187964942254,67.27957048095192,154.60478146808438,74.59721027217321,27138.025715084234,9.16745273862034
538.8000537109374,27662.976086067338,26775.294865159063,96.47198441586421,65.4410921412377,149.77920982993248,71.97497692583295,27158.962128471932,504.0139575954054
538.9000537109374,27973.165015094786,26807.96745710456,94.11184588179493,63.67681333015573,145.17553807419003,69.48819053948226,27180.419844930184,792.7451701646023
539.0000537109374,28118.34315458304,26840.640049050064,91.83713906436707,61.9828015742303,140.78039904978283,67.12770892345863,27202.368097661903,915.9750569211355
539.1000537109375,28015.65932215721,26873.312640995566,89.64379599316061,60.35538104084966,136.58141484339527,64.88514612756083,27224.77837900053,790.8809431566806
539.2000537109375,27600.128171476324,26905.985232941064,87.527987624847,58.791112734419194,132.56711041375345,62.75279881524574,27247.62424252933,352.50392894699326
539.3000537109374,27545.523461217723,26938.65782488653,85.4861072232098,57.28677644960958,128.72683587652253,60.723580842839475,27270.881125278713,274.6423359390101
539.4000537109374,27328.42814045778,26971.33041683203,83.5147550705675,55.839354306062816,125.05069646575839,58.79096501811516,27294.526187692532,33.90195276524901
539.5000537109374,27446.369887656198,27004.00300877753,81.61072439028743,54.446015708423865,121.52948931933486,56.94893115423509,27318.538169349813,127.83171830638457
539.6000537109375,27250.689298542573,27036.67560072303,79.77098837208347,53.10410359261229,118.15464634046424,55.19191965524411,27342.89725868343,-92.20796014085863
539.7000537109375,26655.418305127983,27069.34819266853,77.99268820262337,51.811121834360634,114.91818247833277,53.514789971791274,27367.584975155638,-712.1666700276546
539.8000537109374,26877.972994433305,27102.020784613997,76.27312201350527,50.56472370927812,111.81264884948307,51.9127833531278,27392.58406253939,-514.6110681060854
539.9000537109374,26845.746526829065,27134.693376559495,74.60973466721292,49.36270130541103,108.83109018996905,50.381489396229554,27417.878392118317,-572.1318652892514
540.0000537109374,26417.47011225382,27167.365968504993,73.00010830933249,48.20297579965138,105.96700618791198,48.9168159570768,27443.452874758965,-1025.982762505144
540.1000537109375,26383.930394387873,27200.038560450495,71.44195362207508,47.08358851846169,103.2143162978909,47.51496204419899,27469.293380933123,-1085.3629865452494
540.2000537109375,26504.035178528946,27232.711152395997,69.93310172033134,46.002692711559746,100.56732768409479,46.17239336215523,27495.38666787414,-991.3514893451938
540.3000537109374,26618.733949232064,27265.38374434146,68.47149663692922,44.95854597439336,98.0207059788066,44.885820213589355,27521.72031314518,-902.9863639131145
540.4000537109374,26886.759069378266,27298.056336286958,67.05518834868708,43.94950326165221,95.5694485776155,43.652177503972794,27548.282653978884,-661.523584600618
540.5000537109374,26788.31297381769,27330.72892823246,65.68232629931094,42.97401043979791,93.20886022339245,42.46860662392543,27575.062731818885,-786.749758001195
540.6000537109375,26273.124096199317,27363.401520177962,64.3511533791037,42.030598331643404,90.93453065786719,41.33243901065792,27602.050241557234,-1328.9261453579165
540.7000537109375,26155.012989483766,27396.07411212346,63.060000325095274,41.11787721059873,88.74231414345024,40.24118121336879,27629.23548501597,-1474.2224955322054
540.8000537109374,26930.621662739137,27428.746704068923,61.8072805083994,40.23453170623748,86.62831067880416,39.19250130765867,27656.609328270024,-725.9876655308872
540.9000537109374,26584.24253952577,27461.419296014425,60.591485078519526,39.37931608647409,84.58884875015929,38.18421652171989,27684.163162451296,-1099.920622925525
541.0000537109374,26152.131084557823,27494.091887959927,59.41117843698777,38.551049884917546,82.620469476781,37.214281952564,27711.888867711175,-1559.7577831533526
541.1000537109375,26358.65647740707,27526.764479905425,58.26499401505347,37.748613844853026,80.7199120234165,36.280780264076014,27739.778780052824,-1381.1223026457556
541.2000537109375,26575.60315091589,27559.437071850927,57.15163033234332,36.97094615395985,78.8841001655089,35.38191227063748,27767.82566077338,-1192.222509857489
541.3000537109374,26058.697522144437,27592.109663796393,56.06984731534048,36.21703894621247,77.11012990436198,34.515988320510715,27796.022668282818,-1737.3251461383807
541.4000537109374,26132.79860635758,27624.78225574189,55.01846285630283,35.485935049533374,75.39525803962877,33.68142040240339,27824.36333208976,-1691.5647257321798
541.5000537109374,26014.924090606793,27657.45484768739,53.99634959487426,34.776724959696146,73.73689161561532,32.87671490679025,27852.841528764366,-1837.9174381575722
541.6000537109375,25927.028168549306,27690.12743963289,53.00243190606095,34.088544022671016,72.13257816592288,32.1004659807237,27881.45145970827,-1954.4232911589643
541.7000537109375,26501.501455886002,27722.800031578394,52.03568307961771,33.42056980919216,70.57999668826089,31.35134942126181,27910.187630576725,-1408.6861746907234
541.8000537109374,26659.609188433446,27755.472623523856,51.0951226770742,32.77201966671587,69.07694928769997,30.628117058258262,27939.044832213604,-1279.435643780158
541.9000537109374,27775.00215296049,27788.145215469354,50.17981405373516,32.14214843521257,67.62135343243592,29.929591582262454,27968.018122973,-193.0159700125114
542.0000537109374,26546.41968768513,27820.817807414856,49.28886203401472,31.530246314403048,66.21123477137338,29.254661777738285,27997.102812312387,-1450.683124627256
542.1000537109375,26604.97211303341,27853.49039936036,48.42141072934568,30.935636871068542,64.84472046744715,28.602278125736138,28026.294445553955,-1421.3223325205436
542.2000537109375,27420.65113583328,27886.162991305857,47.576641488779394,30.35767517603828,63.52003300485822,27.971448743704766,28055.588789719237,-634.9376538859578
542.3000537109374,26920.257951392527,27918.83558325132,46.75377097313688,29.79574606130429,62.235484432144105,27.36123563325651,28084.98182035116,-1164.7238689586338
542.4000537109374,26390.188512981822,27951.50817519682,45.95204934427347,29.249262488496715,60.98947100640786,26.77075120950783,28114.469709245506,-1724.2811962636843
542.5000537109374,26517.586319938506,27984.180767142323,45.17075856167916,28.717664020677656,59.78046820712749,26.19915508814213,28144.04881301995,-1626.4624930814425
542.6000537109375,27349.00575345448,28016.85335908782,44.40921077919229,28.200415390037662,58.607026090686944,25.64565110856607,28173.715662456303,-824.7099090018237
542.7000537109375,26526.91114440549,28049.525951033324,43.66674683517597,27.69700515469234,57.467764959323524,25.10948457357083,28203.466952556086,-1676.555808150595
542.8000537109374,26835.99544567064,28082.198542978786,42.942734829981966,27.206944438302838,56.36137132042189,24.589939687705176,28233.2995332552,-1397.3040875845581
542.9000537109374,26854.304499552636,28114.871134924288,42.23656878498256,26.7297657467365,55.28659411413609,24.08633717819376,28263.210400748336,-1408.9059011956997
543.0000537109374,27382.550272980632,28147.543726869786,41.54766737788382,26.26502185644488,54.24224118920388,23.59803208370833,28293.196689377026,-910.6464163963938
543.1000537109375,27079.472234393026,28180.216318815288,40.87547274938916,25.81228476962778,53.22717600845959,23.12441169759619,28323.25566404036,-1243.7834296473338
543.2000537109375,27261.255921707696,28212.88891076079,40.219449376664045,25.371144731647853,52.24031456712594,22.66489365337836,28353.384713089607,-1092.1287913819106
543.3000537109374,28116.253269489236,28245.561502706252,39.57908300936112,24.941209306493473,51.28062250833113,22.2189241413896,28383.581341671827,-267.3280721825904
543.4000537109374,27873.904330495563,28278.23409465175,38.95387966426572,24.522102506404213,50.347112421563935,21.785976246401365,28413.843165490387,-539.938834994824
543.5000537109374,27732.932678720474,28310.906686597253,38.34336467491222,24.113463972072122,49.43884131095321,21.365548396954253,28444.167904952144,-711.2352262316708
543.6000537109375,27812.279420340867,28343.579278542755,37.7470817927513,23.714948200081192,48.554908221269855,20.95716291790132,28474.55337967476,-662.273959333892
543.7000537109375,27942.185747569463,28376.251870488253,37.16459233670909,23.3262238145085,47.69445201054508,20.56036467839965,28504.997503328417,-562.811755758954
543.8000537109374,27580.52319568406,28408.924462433715,36.595474388181835,22.94697287982512,46.85664925905043,20.17471982822853,28535.498278789,-954.9750831049387
