binding_energy_eV,raw_intensity,background,component:aromatic_C-C_C=C,component:C-N_C-Cl_methoxy_C,component:imide_N-C=O,component:acid_O-C=O,total_fit,residual
276.3000537109374,8562.116117832482,9845.447179907085,344.886708019801,113.3263926289759,37.332705547060215,16.352030649345615,10357.345016752268,-1795.228898919786
276.4000537109375,9305.516063176352,9898.305338535445,353.4801279606477,115.83246696779234,37.985332503014426,16.597463764357705,10422.200729731258,-1116.6846665549056
276.50005371093744,9323.89977699013,9951.163497163685,362.39798261171507,118.42243035038909,38.65520151795165,16.848453587328727,10487.48756523107,-1163.5877882409386
276.60005371093735,8752.49056924312,10004.021655791925,371.656769858848,121.10006138545813,39.34292455621664,17.10516880198092,10553.226580394428,-1800.736011151308
276.7000537109375,8698.582007098814,10056.879814420285,381.2740469797703,123.86935339656937,40.04914093882172,17.367784528829755,10619.440140264276,-1920.8581331654623
276.8000537109374,8988.606895450921,10109.737973048525,391.2685131138459,126.73452919897191,40.7745188221637,17.63648262157892,10686.152016805085,-1697.5451213541637
276.9000537109375,9562.997021313262,10162.596131676884,401.6600992989127,129.70005707392937,41.51975677072408,17.911451979533247,10753.387496799984,-1190.3904754867217
277.00005371093744,9260.07838241884,10215.454290305124,412.4700668762314,132.77066805236225,42.285585430588625,18.19288887700855,10821.173499541315,-1561.0951171224751
277.10005371093735,8923.461988153545,10268.312448933364,423.7211151623524,135.95137463180905,43.07276931128303,18.480997310820527,10889.538705349629,-1966.0767171960833
277.2000537109375,8564.901882539742,10321.170607561726,435.43749939499514,139.2474910636502,43.88210868395408,18.77598936697653,10958.513696071303,-2393.611813531561
277.3000537109374,9106.634835583982,10374.028766189966,447.6451600853843,142.66465536266367,44.714441604665,19.078085607796456,11028.131108850475,-1921.4962732664935
277.4000537109375,9002.414003549842,10426.886924818325,460.37186505140033,146.20885320770924,45.57064607232417,19.387515480778028,11098.425804630537,-2096.0118010806946
277.50005371093744,8821.353847624243,10479.745083446565,473.6473655667212,149.8864439208385,46.45164233151753,19.704517750592206,11169.435053016236,-2348.0812053919926
277.60005371093735,8653.689766899524,10532.603242074805,487.50356824750094,153.7041887336673,47.35839533151574,20.029340955734718,11241.198735343223,-2587.508968443699
277.7000537109375,8640.971573081162,10585.461400703165,501.97472450817736,157.66928157319904,48.29191735360627,20.36224389143252,11313.75956802958,-2672.7879949484177
277.8000537109374,8621.096725428291,10638.319559331405,517.0976396615532,161.78938262638147,49.253270820047696,20.70349612054765,11387.163348559934,-2766.0666231316427
277.9000537109375,8856.958284675206,10691.177717959765,532.9119040170657,166.07265497300202,50.24357129913521,21.053378514352467,11461.45922676332,-2604.5009420881142
278.00005371093744,8519.308995910704,10744.035876588006,549.4601486506414,170.52780461046956,51.26399072209769,21.412183825163392,11536.700004396378,-3017.3910084856743
278.10005371093735,8053.030180838691,10796.894035216246,566.788328891192,175.1641242333666,52.31576082910477,21.78021729301551,11612.942466462926,-3559.9122856242348
278.2000537109375,8249.25381390514,10849.752193844606,584.9460389940997,179.9915411741864,53.4001768631288,22.157797288683096,11690.247748164704,-3440.9939342595644
278.3000537109374,8340.110203208458,10902.610352472846,603.9868619677743,185.02066996204863,54.51860153223252,22.5452559955575,11768.681741930459,-3428.5715387220007
278.4000537109375,8523.739983702415,10955.468511101206,623.968759093197,190.26287001318664,55.672469262791914,22.94294013309108,11848.315549603472,-3324.5755659010574
278.50005371093744,8798.250501251101,11008.326669729446,644.9545043417571,195.73030903154404,56.86329076821103,23.35121172469678,11929.225985595654,-3130.9754843445535
278.60005371093735,8317.688877149069,11061.184828357686,667.01216967605,201.4360327726042,58.09265796018905,23.77044891327209,12011.4961376798,-3693.8072605307316
278.7000537109375,8666.538685656931,11114.042986986045,690.2156681231608,207.39404190777663,59.362249232078014,24.20104682771907,12095.21599307678,-3428.677307419848
278.8000537109374,9053.244659640746,11166.901145614287,714.6453625732723,213.61937682426873,60.67383514686129,24.64341850413591,12180.483138662825,-3127.2384790220785
278.9000537109375,8274.239013793407,11219.759304242647,740.3887495022653,220.12821130700428,62.02928456551272,25.097995865656497,12267.403545483086,-3993.1645316896793
279.00005371093744,8941.999861738383,11272.617462870887,767.5412282798787,226.9379561769933,63.4305712549719,25.56523076520408,12356.092449347934,-3414.0925876095516
279.10005371093735,8729.409262429283,11325.475621499127,796.2069684549756,234.0673741092116,64.879781019118,26.045596095836036,12446.675341178268,-3717.266078748986
279.2000537109375,8781.549553158191,11378.333780127487,826.4998894475607,241.536707022991,66.37911940039453,26.5395869736892,12539.289082972122,-3757.739529813931
279.3000537109374,8630.666244593545,11431.191938755726,858.5447694980605,249.3678176359123,67.93092000478669,27.047721998994923,12634.083167893481,-4003.4169232999357
279.4000537109375,8085.715137724927,11484.050097384086,892.4785035991235,257.5843470011811,69.53765350838009,27.570544601099733,12731.22114609387,-4645.506008368943
279.50005371093744,8742.226959546524,11536.908256012326,928.4515335579141,266.2118901137759,71.20193740977464,28.10862447389571,12830.882241567686,-4088.655282021162
279.60005371093735,8670.850193162287,11589.766414640566,966.6294774342733,275.2781919812033,72.92654659972023,28.662559108685382,12933.263189764448,-4262.412996602161
279.7000537109375,8787.46203085143,11642.624573268928,1007.1949905024003,284.81336691488576,74.71442482687766,29.232975432053866,13038.580330945146,-4251.118300093716
279.8000537109374,8324.967482364229,11695.482731897167,1050.349895784777,294.85014422116205,76.56869714740156,29.820531557032186,13147.07200060754,-4822.104518243312
279.9000537109375,8534.239319068041,11748.340890525527,1096.3176293212077,305.42414396596797,78.49268345579158,30.425918656576258,13259.001265925071,-4724.76194685703
280.00005371093744,9005.338201093444,11801.199049153767,1145.3460539394573,316.5741870680446,80.48991320526277,31.049862969150084,13374.659066335682,-4369.320865242238
280.10005371093735,8497.95302260894,11854.057207782007,1197.7107057485298,328.3426446617404,82.5641414384507,31.693127947167554,13494.367827577895,-4996.414804968956
280.2000537109375,8816.369624626614,11906.915366410367,1253.7185503017581,340.7758324779974,84.7193662629427,32.35651655995659,13618.485632013022,-4802.1160073864085
280.3000537109374,8923.999699765935,11959.773525038607,1313.7123409558471,353.92445695037014,86.95984792197919,33.040873764040064,13747.411044630844,-4823.41134486491
280.4000537109375,8396.104347334458,12012.631683666967,1378.0756911028564,367.84412088955656,89.29012962844776,33.74708915472778,13881.588714442554,-5485.484367108096
280.50005371093744,8632.96477032876,12065.489842295206,1447.238995655807,382.5958979216246,91.7150603502316,34.47609981428048,14021.51589603715,-5388.551125708391
280.60005371093735,8830.022052103628,12118.348000923448,1521.6863668474516,398.24698650143085,94.2398197580743,35.22889337345343,14167.750067403858,-5337.72801530023
280.7000537109375,8897.625997855714,12171.206159551806,1601.9637872133499,414.87145624399756,96.86994557276921,36.00651130475835,14320.917859886682,-5423.291862030968
280.8000537109374,9161.896347821856,12224.064318180048,1688.688732360549,432.5511016384472,99.61136357815845,36.810052467627564,14481.72556822483,-5319.829220402975
280.9000537109375,8746.326622866814,12276.922476808408,1782.5615848295356,451.3764210044046,102.470420600071,37.640676927655534,14650.971580170075,-5904.6449573032605
281.00005371093744,9185.645375079761,12329.780635436648,1884.3792621407579,471.4477419266196,105.45392078949642,38.49961007423356,14829.561170367755,-5643.915795287994
281.10005371093735,9022.526870722038,12382.638794064887,1995.051645737509,492.8765185003202,108.56916559253087,39.38814706344421,15018.524270958691,-5995.9974002366525
281.2000537109375,9232.65068111499,12435.496952693247,2115.6216810248093,515.7868307006054,111.82399783957875,40.307657615706646,15219.037119873947,-5986.3864387589565
281.3000537109374,9595.423517716887,12488.355111321487,2247.2905361766375,540.3171222823478,115.22685044422343,41.25959120076311,15432.449211425459,-5837.025693708572
281.4000537109375,9549.400408826266,12541.213269949847,2391.450173593978,566.622221109847,118.78680026856398,42.245482645985796,15660.317947568223,-6110.917538741956
281.50005371093744,9434.106513676172,12594.071428578089,2549.727485971723,594.875695113683,122.5136277879824,43.26695820768414,15904.45519565916,-6470.348681982989
281.60005371093735,9356.70318845764,12646.929587206327,2724.047419060849,625.2726087948569,126.41788327695214,44.325742149430624,16166.993240488415,-6810.290052030774
281.7000537109375,10012.819231563437,12699.787745834688,2916.728232036105,658.032760343316,130.51096033909565,45.42366387602394,16450.48336242923,-6437.664130865793
281.8000537109374,10205.741134303444,12752.645904462928,3130.631602658228,693.4044998524433,134.805177723189,46.56266567706972,16758.049850373856,-6552.308716070413
281.9000537109375,10466.089412010677,12805.504063091288,3369.405292020717,731.6692583340055,139.313870504129,47.74481114009375,17093.637295090233,-6627.547883079556
282.00005371093744,10541.303973263446,12858.362221719528,3637.8779639297377,773.1469623597759,144.05149186728823,48.97229429966583,17462.410934175998,-6921.106960912552
282.10005371093735,11038.279359635879,12911.220380347768,3942.694734033198,818.2025843860226,149.03372692153383,50.247449596635335,17871.39887528516,-6833.1195156492795
282.2000537109375,11274.964396372605,12964.07853897613,4293.315463489983,867.2542119890703,154.27762018342557,51.572762729855256,18330.498597368463,-7055.534200995859
282.3000537109374,11159.769001408125,13016.936697604368,4703.527933559845,920.7832630783912,159.8017186305963,52.9508824923499,18854.00049536555,-7694.231493957426
282.4000537109375,12786.791728937696,13069.79485623273,5193.6396152214875,979.3479238142158,165.62623252200657,54.38463369459711,19462.793261485036,-6676.00153254734
282.50005371093744,13672.137959836027,13122.653014860969,5793.481007495025,1043.6017036588864,171.77321653508227,55.877031289584934,20187.385973839548,-6515.24801400352
282.60005371093735,14754.799692235343,13175.511173489209,6546.250186861142,1114.3204456770159,178.26677418675783,57.431295828164444,21071.77987604229,-6316.980183806945
282.7000537109375,15732.78888372372,13228.369332117569,7513.02287793948,1192.443575603305,185.13328899737613,59.050870388560284,22178.01994504629,-6445.231061322569
282.8000537109374,18115.971792471046,13281.227490745809,8777.430398455524,1279.139306148336,192.40168644126967,60.73943914161229,23590.938320932553,-5474.966528461508
282.9000537109375,20367.708964281195,13334.08564937417,10449.588539712586,1375.9094511701335,200.10373142317977,62.50094773333686,25422.188319413406,-5054.479355132211
283.00005371093744,22783.74808542226,13386.943808002408,12667.915730200875,1484.757792538398,208.27436684850514,64.33962568902976,27812.231323279215,-5028.483237856955
283.10005371093735,26922.2067283551,13439.80196663065,15597.14110685404,1608.4563643406043,216.95209984857885,66.26001106929317,30928.611548743167,-4006.4048203880666
283.2000537109375,33066.737494020344,13492.660125259008,19420.74907666878,1750.955201646323,226.17944341195687,68.2669776377888,34958.810824623855,-1892.0733306035108
283.3000537109374,39948.76124113665,13545.51828388725,24326.506236982656,1917.9897837695735,236.0034226064264,70.36576483453813,40096.38349208045,-147.6222509438012
283.4000537109375,48378.19386382495,13598.376442515608,30484.64414391578,2117.940802838538,246.4761563071184,72.56201088743938,46519.99955646448,1858.1943073604707
283.50005371093744,57145.8019597621,13651.23460114385,38019.60064100995,2362.9846126803786,257.6555274423847,74.86178943909613,54366.33717171566,2779.46478804644
283.60005371093735,66360.76423884754,13704.09275977209,46977.5401584237,2670.5298201523783,269.60595732179183,77.27165011766202,63699.04034578762,2661.7238930599196
283.7000537109375,78719.1989831767,13756.95091840045,57292.49651850252,3064.8573090089612,282.39930272967723,79.79866353947212,74476.50271218107,4242.696270995628
283.8000537109374,91928.84568217026,13809.80907702869,68753.222029681,3578.7649368056846,296.1158983127089,82.45047130026768,86520.36241312836,5408.483269041899
283.9000537109375,103349.54032656844,13862.667235657049,80970.77625673715,4254.873739429089,310.84577158181355,85.23534159232788,99484.39834499743,3865.1419815710105
284.00005371093744,115632.56636075699,13915.52539428529,93346.05658723952,5146.1066794589,326.6900639386026,88.1622311795726,112822.54095610188,2810.0254046551127
284.10005371093735,126529.2590740189,13968.383552913529,105043.71901276111,6314.749451468311,343.7626991350038,91.24085457662997,125761.85557085456,767.4035031643434
284.2000537109375,133312.2397034351,14021.24171154189,115003.0281473544,7829.503262398117,362.1923516092974,94.48176141606655,137310.44723431978,-3998.2075308846834
284.3000537109374,142184.93696261762,14074.099870170128,122049.88142239666,9760.093882602825,382.124783437513,97.89642316153818,146364.09638176864,-4179.159419151023
284.4000537109375,149137.6591384725,14126.95802879849,125164.47798751443,12169.327909435418,403.72564460412195,101.49733054864035,151965.9869009011,-2828.327762428613
284.50005371093744,150895.05977533452,14179.816187426732,123837.79092655366,15102.937744592411,427.1838756117639,105.2981034352237,153653.02683761978,-2757.9670622852573
284.60005371093735,150283.7794420976,14232.67434605497,118291.31143588241,18577.99181272684,452.71593074518336,109.31361516143107,151664.00714057081,-1380.2276984732016
284.7000537109375,149914.5612136178,14285.532504683331,109378.08566424987,22570.843659133432,480.5711851444,113.56013412199611,146828.59314733304,3085.968066284753
284.8000537109374,143819.2683361684,14338.39066331157,98250.22440493453,27005.332808110856,511.0391527120488,118.05548614718509,140223.04251521622,3596.2258209521824
284.9000537109375,137133.6677483445,14391.248821939931,86036.48659607282,31741.25871458946,544.4596128097229,122.81924263903983,132836.27298805097,4297.394760293537
285.00005371093744,129258.72116723668,14444.10698056817,73669.364207927,36562.80470276596,581.2375562839212,127.87294146952382,125385.38638901457,3873.33477822211
285.10005371093735,118921.55162431991,14496.96513919641,61842.10074332773,41168.73614765322,621.8662027412801,133.24035079592588,118262.90858371457,658.6430406053405
285.2000537109375,110644.44533566339,14549.82329782477,51025.40725017424,45173.765574104385,666.963438201392,138.94779073209935,111554.90735103688,-910.4620153734868
285.3000537109374,102709.94732848638,14602.68145645301,41499.02445345441,48142.088165699664,717.3300912792898,145.02453500279768,105106.14870188916,-2396.201373402786
285.4000537109375,93910.72839247761,14655.539615081372,33384.185170908066,49674.37988369237,774.0425975338269,151.5033253416797,98639.65059255731,-4728.922200079702
285.50005371093744,90945.82719519395,14708.39777370961,26676.342360383416,49534.46267039739,838.5975622971174,158.42104681859524,91916.22141360614,-970.3942184121843
285.60005371093735,83767.72988858163,14761.255932337852,21278.89207801873,47744.82449485311,913.1306826700904,165.81963415318114,84863.92282203297,-1096.1929334513407
285.7000537109375,78171.30220583225,14814.11409096621,17036.551331600695,44576.88107731209,1000.7356665562486,173.74730927402263,77602.02947570928,569.2727301229752
285.8000537109374,72674.82198133518,14866.972249594452,13765.664360089417,40444.146421062265,1105.9072777670256,182.26029085536103,70364.95059936852,2309.871381966659
285.9000537109375,65595.60540064287,14919.83040822281,11278.835025439988,35778.56069054856,1235.1224546221358,191.42516894211897,63403.773747775616,2191.8316528672585
286.00005371093744,58504.613766331495,14972.688566851051,9402.410403678863,30952.76013445457,1397.5501816709464,201.32220282949297,56926.73148948492,1577.8822768465761
286.10005371093735,53257.51430665035,15025.546725479291,7986.732503709278,26253.586312727013,1605.8410429912487,212.04987718097433,51083.756462087804,2173.7578445625477
286.2000537109375,45978.22487422965,15078.404884107651,6910.196549948369,21883.691036197477,1876.8910172805708,223.73113625803092,45972.914623792094,5.310250437556533
286.3000537109374,41834.53404983546,15131.26304273589,6078.768783390158,17971.990978328016,2232.4068582184027,236.52180136160294,41650.95146403407,183.58258580139227
286.4000537109375,37926.89828767394,15184.12120136425,5422.729989649374,14585.251427079336,2699.036059164191,250.6217490268339,38141.76042628399,-214.86213861004944
286.50005371093744,35523.742300787824,15236.97935999249,4892.1663296013885,11739.629018745702,3307.7845735176898,266.28946755520826,35442.84874941248,80.89355137534585
286.60005371093735,31833.260792328034,15289.837518620732,4452.308731125411,9412.53463992791,4092.4559891725175,283.8605905314849,33530.99746937805,-1697.7366770500194
286.7000537109375,30183.643363872463,15342.695677249092,4079.3803212228777,7554.671082693541,5086.928305966518,303.770895157789,32367.446282289817,-2183.802918417354
286.8000537109374,30588.74257875206,15395.553835877332,3757.244810489593,6101.453864856723,6321.243421413259,326.5840137320531,31902.079946368962,-1313.337367616903
286.9000537109375,30976.15249742544,15448.411994505692,3474.896194091646,4982.847179438136,7816.693385594954,353.023702269904,32075.87245590033,-1099.7199584748923
287.00005371093744,31377.257918740204,15501.270153133933,3224.6883347816783,4130.900030945959,9580.279431390103,384.0099127951462,32821.14786304682,-1443.8899443066148
287.10005371093735,32958.35370908619,15554.128311762172,3001.1465133065312,3484.718696211303,11598.993357338099,420.6971141570331,34059.683992775135,-1101.3302836889488
287.2000537109375,35980.71921837499,15606.986470390533,2800.2006971233295,2993.0488843947555,13834.23208307886,464.5123175440765,35698.980452531556,281.7387658434309
287.3000537109374,39097.76372756457,15659.844629018771,2618.705164503706,2614.940546899721,16216.332226288698,517.1891434062021,37627.0117101171,1470.7520174474703
287.4000537109375,40923.33152272148,15712.702787647133,2454.142522887056,2319.094890063182,18639.077256158947,580.793119733508,39705.81057648983,1217.5209462316488
287.50005371093744,43843.56039854004,15765.560946275371,2304.4415117673716,2082.472840880997,20955.071320754738,657.732380572087,41765.279000250564,2078.281398289473
287.60005371093735,45208.35877355901,15818.419104903613,2167.862843372426,1888.6316554908476,22976.395856769574,750.7472338299144,43602.05669436637,1606.3020791926392
287.7000537109375,45826.628771313255,15871.277263531972,2042.925009318863,1726.1081285953546,24490.302355663334,862.8719074805201,44993.48466459005,833.1441067232081
287.8000537109374,45838.42415374158,15924.135422160212,1928.3535593716567,1587.025764914945,25299.949505390556,997.3623715382541,45736.82662337562,101.59753036595794
287.9000537109375,44295.04422219017,15976.993580788572,1823.044461742011,1465.9931754161323,25284.47527707015,1157.5856204950119,45708.09211551188,-1413.0478933217091
288.00005371093744,43511.515177563284,16029.851739416812,1726.0362853459378,1359.288978546056,24446.300667195108,1346.8682235887009,44908.34589409262,-1396.8307165293372
288.10005371093735,41729.62128280543,16082.709898045052,1636.4882472544987,1264.2906302617546,22910.106283905297,1568.3051704952663,43461.90022996187,-1732.2789471564465
288.2000537109375,39758.25429886115,16135.568056673412,1553.6624151334918,1179.0917268174042,20874.322104556864,1824.5336950258593,41567.17799820703,-1808.9236993458762
288.3000537109374,38489.27888365012,16188.426215301653,1476.9090211161272,1102.254592772176,18551.339762631214,2117.480236756619,39436.40982857779,-947.1309449276669
288.4000537109375,38117.20565423532,16241.284373930013,1405.654204160587,1032.654382622217,16127.744205010891,2448.0911630081846,37255.4283287319,861.777325503419
288.50005371093744,36334.57999136687,16294.142532558253,1339.3897009998263,969.3821464746204,13749.38206566096,2816.0583717324325,35168.354817426094,1166.225173940773
288.60005371093735,34799.741539188966,16347.000691186493,1277.6641280678473,911.684437170323,11521.039367710244,3219.5486286384967,33276.9372527734,1522.804286415565
288.7000537109375,33210.944620042734,16399.858849814853,1220.0755766822092,858.924933174465,9511.146897258139,3654.940311047685,31644.94656797735,1565.9980520653844
288.8000537109374,31834.373882315143,16452.717008443095,1166.265300078482,810.5591293260534,7757.275431543889,4116.564512908549,30303.381382300067,1530.992500015076
288.9000537109375,30726.573925311626,16505.575167071453,1115.9123129770144,766.1168004947053,6271.601878731098,4596.443408557766,29255.649567832035,1470.924357479591
289.00005371093744,29792.660612884665,16558.433325699694,1068.7287570302267,725.1891936831072,5046.501533766363,5084.025808879757,28482.87861905915,1309.781993825516
289.10005371093735,28616.082621018966,16611.291484327932,1024.4559114277024,687.4192227688973,4060.267238923798,5565.950769889903,27949.384627338233,666.6979936807329
289.2000537109375,27552.784941233494,16664.149642956294,982.8607488133249,652.4936827158074,3282.635439670074,6025.937512378359,27608.077026533858,-55.2920853003634
289.3000537109374,26247.600466019776,16717.007801584532,943.7329535966404,620.1369070327656,2679.6689167658196,6445.001667921648,27405.548246901406,-1157.94778088163
289.4000537109375,26095.218732453974,16769.865960212894,906.8823335556422,590.1055128406898,2217.625798941364,6802.291558081224,27286.771163631813,-1191.552431177839
289.50005371093744,24855.962846089413,16822.724118841135,872.1365669512815,562.1839988189445,1865.6386690897352,7076.822085193557,27199.505438894652,-2343.542592805239
289.60005371093735,24210.07634606689,16875.582277469373,839.339236680069,536.1810301560001,1597.2356285693868,7250.132952933374,27098.471125808202,-2888.394779741313
289.7000537109375,25141.13418606065,16928.440436097735,808.3481106810768,511.9262864287071,1390.8915819474585,7309.397604700158,26949.004019855136,-1807.8698337944843
289.8000537109374,24359.76119782027,16981.298594725973,779.0336341745277,489.2677757513305,1229.8775976951413,7250.006336173622,26729.483938520592,-2369.722740700323
289.9000537109375,24868.1784615286,17034.156753354335,751.2776045962967,468.0695379046947,1101.6844463533382,7076.578575185239,26431.766917393903,-1563.5884558653015
290.00005371093744,25024.67211251694,17087.014911982573,724.9720045003454,448.20967364952634,997.2552445677751,6801.948513301034,26059.400348001254,-1034.7282354843155
290.10005371093735,23263.064312317605,17139.873070610814,700.0179713793947,429.57864869329757,910.1973451246373,6444.580820093129,25624.247855901274,-2361.1835435836692
290.2000537109375,24785.31076579975,17192.731229239173,676.3248864440608,412.0778297518603,836.0766032621722,6025.461731979424,25142.672280676692,-357.36151487694224
290.3000537109374,25071.407397751544,17245.589387867414,653.8095669926226,395.6182173843175,771.841330874341,5565.441674539541,24632.30017765824,439.10722009330493
290.4000537109375,25547.207999112,17298.447546495776,632.3955491905452,380.1193461722243,715.3841318524779,5083.502420863144,24109.848994574168,1437.3590045378332
290.50005371093744,24867.392282133384,17351.305705124014,612.01244992876,365.5083276393818,665.2270944264382,4595.921647340028,23589.97522445862,1277.4170576747638
290.60005371093735,24588.887234775677,17404.163863752256,592.595397992859,351.71901527282074,620.3060302854997,4116.0571841344035,23084.841491437837,1504.0457433378397
290.7000537109375,25172.8914817702,17457.022022380617,574.0845261084683,338.6912742810592,579.8281775446645,3654.457318506502,22604.08331882131,2568.808162948888
290.8000537109374,24286.7332091449,17509.880181008855,556.424516559134,326.3703414350824,543.1810706650532,3219.0972533823656,22154.95336305049,2131.7798460944105
290.9000537109375,24067.248821523986,17562.738339637217,539.5641940402797,314.7062625894816,509.8752557190994,2815.643556267747,21742.527608253826,2324.7212132701607
291.00005371093744,24866.008470901674,17615.596498265455,523.4561602416068,303.6533973585535,479.50846989636807,2447.7157896428207,21369.930315404803,3496.0781554968707
291.10005371093735,24109.63961540051,17668.454656893693,508.05646535764,293.16998198883863,451.7429981562168,2117.1454069343017,21038.56950933069,3071.0701060698193
291.2000537109375,24267.93707075165,17721.312815522055,493.32431233816646,283.21774278555137,426.290950581195,1824.239016165272,20748.384837392237,3519.5522333594126
291.3000537109374,24284.47786999486,17774.170974150293,479.22179021414007,273.7615535542093,402.90426943504656,1568.0490499710381,20498.107637324727,3786.3702326701314
291.4000537109375,22897.23613200644,17827.029132778654,465.7136332881109,264.7691314500651,381.3675931207714,1346.6481626338855,20285.52765327149,2611.708478734952
291.50005371093744,22945.314124124256,17879.887291406892,452.76700337142637,256.21076641561615,361.4929013491069,1157.3984967703118,20107.756459313354,2837.5576648109018
291.60005371093735,23509.075179831976,17932.745450035134,440.3512925884534,248.05908005201346,343.1153271259932,997.2046982397694,19961.475848041362,3547.599331790614
291.7000537109375,22769.50392651757,17985.603608663492,428.43794456483585,240.2888103376997,326.08977938394605,862.7400586402692,19843.160201590243,2926.3437249273265
291.8000537109374,22814.204579702695,18038.461767291734,417.0002920723148,232.87661908906992,310.28816175538344,750.6376288154509,19749.264469023954,3064.940110678741
291.9000537109375,22197.475852691587,18091.319925920096,406.01340942638717,225.80091946960923,295.59705056954317,657.6416247448524,19676.37293013049,2521.1029225610982
292.00005371093744,22300.954668103957,18144.178084548337,395.4539781292545,219.0417212066576,281.915738572311,580.7181020211231,19621.307624477682,2679.6470436262753
292.10005371093735,22124.056391984832,18197.036243176575,385.30016441985407,212.5804914759358,269.1545763590669,517.1270946025869,19581.19857003402,2542.8578219508126
292.2000537109375,22146.396155727307,18249.894401804937,375.5315075438147,206.40002967433395,257.2335595553645,464.46083526738926,19553.520333845838,2592.875821881469
292.3000537109374,21413.007550251958,18302.752560433175,366.12881768656644,200.4843545243021,246.08112067403124,420.65416148842763,19536.101014806503,1876.9065354454542
292.4000537109375,20905.26140483976,18355.610719061537,357.0740826283222,194.81860214604845,235.63309248906305,383.97379781330534,19527.110294138274,1378.1511107014849
292.50005371093744,21271.49222777002,18408.468877689775,348.35038228199863,189.38893390095157,225.8318158023503,352.9930452007984,19525.033054875872,1746.4591728941487
292.60005371093735,22185.381952421583,18461.327036318016,339.94181036355667,184.18245295331423,216.62536922984557,326.5577074649739,19528.634376329708,2656.747576091875
292.7000537109375,21247.7307138223,18514.185194946374,331.83340252452984,179.18712862373854,207.96690244953237,303.7480636863352,19536.92069223051,1710.8100215917912
292.8000537109374,20809.811013804356,18567.043353574616,324.0110703457357,174.39172771601335,199.81405744976783,283.84054863714465,19549.100757723278,1260.7102560810781
292.9000537109375,21784.46670604428,18619.901512202974,316.4615406531921,169.78575209449596,192.12846484971305,266.2716839032567,19564.548953703634,2219.917752340647
293.00005371093744,20614.378264170726,18672.759670831216,309.17229967284965,165.3593818723237,184.87530444644725,250.60581387929892,19582.772470702133,1031.6057934685923
293.10005371093735,20813.259527512295,18725.617829459457,302.13154158858293,161.1034236427439,178.0229208609185,236.50739935791546,19603.38311490962,1209.8764126026763
293.2000537109375,19534.04745528127,18778.475988087815,295.32812111228384,157.00926325000765,171.54248657929904,223.7180241815691,19626.073883210975,-92.02642792970437
293.3000537109374,20848.46447647,18831.334146716057,288.75150971293476,153.06882265165515,165.4077058683851,212.037866289788,19650.60005123882,1197.8644252311788
293.4000537109375,20663.9613642964,18884.192305344415,282.39175518606913,149.27452047306338,159.59455402952503,201.31114514719965,19676.764280180272,987.1970841161274
293.50005371093744,20611.633917436164,18937.050463972657,276.2394442763273,145.61923589857864,154.08104728007953,191.41494684324604,19704.40513827089,907.2287791652743
293.60005371093735,20808.174809505424,18989.908622600895,270.2856680925082,142.09627558109705,148.84703924147976,182.25080929464175,19733.388414810623,1074.7863946948019
293.7000537109375,20565.198889194737,19042.766781229257,264.5219900799699,138.6993432860276,143.87404059448363,173.73849007468706,19763.600645264425,801.5982439303116
