binding_energy_eV,raw_intensity,background,component:imide_carbonyl_O,component:acid_carbonyl_O,component:acid_hydroxyl_methoxy_O,total_fit,residual
530.4000537109374,62160.97562103176,24030.797141737654,33970.79785938565,1737.1089291128656,734.0233677778983,60472.72729801407,1688.2483230176877
530.5000537109374,68015.84775700798,24063.469733683152,39935.202848404464,1969.801819781199,792.2142968982503,66760.68869876707,1255.1590582409117
530.6000537109375,75416.99115940952,24096.142325628654,45782.31768273485,2271.4317115534627,857.8696414227983,73007.76136133977,2409.2297980697476
530.7000537109375,80051.98010616549,24128.814917574153,51000.74882297398,2670.722312222607,932.6828905249077,78732.96894329565,1319.011162869836
530.8000537109374,83293.38899451292,24161.48750951962,54979.04247406407,3206.2125846157187,1019.0888239614402,83365.83139216085,-72.44239764793019
530.9000537109374,85303.7971725703,24194.160101465117,57123.94671431161,3927.0590827161463,1120.691011578902,86365.85691007177,-1062.0597375014768
531.0000537109374,85048.46449142863,24226.83269341062,57060.42309921206,4892.296027327605,1242.8993430580842,87422.45116300836,-2373.986671579725
531.1000537109375,84902.10909114046,24259.505285356117,54800.19159273511,6167.789226236121,1393.8260419092308,86621.31214623658,-1719.2030550961208
531.2000537109375,83897.93958178302,24292.17787730162,50735.98596689193,7820.303221156129,1585.4559241961717,84433.92298954586,-535.9834077628329
531.3000537109374,82014.02882032625,24324.85046924708,45466.88864943229,9908.536317837617,1835.0367538002836,81535.31219031727,478.7166300089739
531.4000537109374,79483.27906933642,24357.523061192584,39600.93750119618,12471.593217031732,2166.521928313109,78596.5757077336,886.7033616028202
531.5000537109374,77961.6869186072,24390.195653138082,33642.368347629934,15515.934956488974,2611.747458097198,76160.24641535418,1801.4405032530194
531.6000537109375,76303.78994598472,24422.868245083584,27961.87641833184,19002.01601862847,3210.8670215944558,74597.62770363835,1706.1622423463705
531.7000537109375,74927.72322697742,24455.540837029086,22805.757496935275,22831.293723787734,4011.456431131932,74104.04848888403,823.6747380933957
531.8000537109374,75296.1939547249,24488.213428974548,18314.48659932545,26833.377423740927,5065.702592259936,74701.78004430086,594.4139104240458
531.9000537109374,75323.9434091364,24520.88602092005,14541.86555158233,30753.68906932345,6425.274939765259,76241.7155815911,-917.7721724547009
532.0000537109374,77827.42907923934,24553.55861286555,11474.425236016665,34248.26176704734,8133.854577553864,78410.10019348342,-582.6711142440763
532.1000537109375,80017.0152898106,24586.23120481105,9051.358904698809,36906.48241828685,10217.789242263516,80761.86177006022,-744.8464802496164
532.2000537109375,81594.71520393922,24618.90379675655,7183.881787515476,38331.11467179305,12675.750066555502,82809.65032262058,-1214.9351186813583
532.3000537109374,82831.09561206396,24651.576388702015,5772.201036363532,38272.78122234162,15468.302241934764,84164.86088934193,-1333.7652772779693
532.4000537109374,85280.81070836323,24684.248980647513,4718.59041342572,36742.24403749757,18507.783112314566,84652.86654388538,627.9441644778562
532.5000537109374,85452.88915686558,24716.921572593015,3935.93312855967,34005.12965006569,21648.224074900354,84306.20842611873,1146.6807307468553
532.6000537109375,84261.91102127459,24749.594164538514,3352.0029889644475,30464.028997701367,24676.112202945063,83241.73835414939,1020.1726671251963
532.7000537109375,83331.25586331468,24782.266756484016,2910.379060665499,26526.418893139555,27308.979317952602,81528.04402824168,1803.2118350730016
532.8000537109374,79051.57881668904,24814.939348429478,2569.1380158817256,22529.69355183367,29220.525871968315,79134.29678811319,-82.71797142415016
532.9000537109374,75368.11901521242,24847.61194037498,2298.403073879869,18721.634955128706,30113.67025394379,75981.32022332735,-613.2012081149296
533.0000537109374,71326.32373051925,24880.28453232048,2077.5789364459915,15266.682627524948,29828.99185463669,72053.5379509281,-727.2142204088595
533.1000537109375,66024.62388288065,24912.95712426598,1892.7970685577172,12258.415182609104,28418.84370132682,67483.01307675961,-1458.3891938789602
533.2000537109375,62381.592425672316,24945.62971621148,1734.8249155009219,9732.395511065495,26121.8218020981,62534.671944876,-153.07951920368214
533.3000537109374,56734.449168853556,24978.302308156944,1597.498683924374,7679.191693161931,23261.320760347404,57516.313445590655,-781.8642767370984
533.4000537109374,52429.95730907162,25010.974900102447,1476.6270498339939,6057.751288908594,20148.55316391697,52693.906402762004,-263.94909369038214
533.5000537109374,48565.27073557368,25043.647492047945,1369.2661321347355,4808.379320216872,17033.99832636362,48255.29127076318,309.97946481050167
533.6000537109375,44430.462459660564,25076.320083993447,1273.2610149009602,3864.1006118201894,14097.98669661659,44311.66840733119,118.79405232937279
533.7000537109375,41628.401936371,25108.992675938945,1186.9651832799937,3159.4011705447356,11457.395970031077,40912.75499979475,715.6469365762532
533.8000537109374,39102.90273079654,25141.66526788441,1109.0719303042927,2635.9281638967063,9175.619178909752,38062.28454099516,1040.6181898013747
533.9000537109374,36337.87893616366,25174.33785982991,1038.5130217492667,2245.335258767922,7272.622072311451,35730.80821265855,607.0707235051086
534.0000537109374,34671.08430940761,25207.01045177541,974.396428035726,1949.8769037168684,5735.209893554571,33866.49367708257,804.5906323250383
534.1000537109375,33530.37868067381,25239.68304372091,915.9663615164583,1721.5196611581462,4527.509334751428,32404.678401146943,1125.7002795268709
534.2000537109375,31848.18086820241,25272.355635666412,862.5761008581898,1540.2931596771707,3600.959039967717,31276.183936169487,571.9969320329219
534.3000537109374,31005.747325961533,25305.028227611874,813.6683655240272,1392.4350525288417,2902.849503511715,30413.981149176456,591.7661767850768
534.4000537109374,30232.009269554474,25337.700819557376,768.7603955174656,1268.6796987021842,2382.703127106233,29757.84404088326,474.1652286712124
534.5000537109374,29876.42420092987,25370.373411502875,727.4321719414945,1162.8590708048414,1996.2661897875912,29256.9308440368,619.4933568930683
534.6000537109375,29797.01073279901,25403.046003448377,689.3168812279266,1070.8548482514059,1707.3395188173233,28870.557251745035,926.4534810539772
534.7000537109375,28820.304139822176,25435.718595393875,654.0930722344016,989.8658597556689,1487.9621598999197,28567.639687283867,252.66445253830898
534.8000537109374,28689.86638765286,25468.39118733934,621.4781399027611,917.92386184356,1317.5538188426185,28325.34700792828,364.51937972457745
534.9000537109374,28056.654818374172,25501.06377928484,591.2228735134453,853.5874597004363,1181.5610420283508,28127.435154527073,-70.78033615290042
535.0000537109374,28147.076856125568,25533.73637123034,563.106871808164,795.7548531130341,1070.0097059267168,27962.607802078255,184.46905404731297
535.1000537109375,27847.242882930936,25566.408963175843,536.9346704644854,743.5513251085846,976.2067923131638,27823.101751062077,24.141131868858793
535.2000537109375,28739.66893749053,25599.08155512134,512.5324586500665,696.2616079302687,895.6995571971678,27703.575178898845,1036.0937585916836
535.3000537109374,28530.09689058525,25631.754147066807,489.7452850936825,653.288309166932,825.5076071980071,27600.29534852543,929.8015420598203
535.4000537109374,27668.71134434332,25664.426739012306,468.434672631372,614.1252158413239,763.5925604435203,27510.57918792852,158.13215641479837
535.5000537109374,27891.68087717466,25697.099330957808,448.4765748943381,578.3391290921346,708.5109297675655,27432.425964711845,459.2549124628131
535.6000537109375,27960.707689549756,25729.771922903306,429.75962059833836,545.5567379361992,659.1963632436127,27364.28464468146,596.4230448682974
535.7000537109375,28061.514836249244,25762.44451484881,412.1836004135547,515.4546354764789,614.8270738352236,27304.909824574064,756.6050116751794
535.8000537109374,27743.32918956018,25795.11710679427,395.6581591127636,487.7514342597458,574.7463056365689,27253.27300580335,490.05618375683116
535.9000537109374,28041.526652340763,25827.789698739773,380.1016619821927,462.2013821483979,538.4143965287735,27208.50713939914,833.0195129416243
536.0000537109374,27963.743656898383,25860.46229068527,365.44020961903493,438.5891108802515,505.3790997718637,27169.87071095642,793.8729459419628
536.1000537109375,27884.820623841242,25893.134882630773,351.6067794555098,416.7252724970007,475.2563192331669,27136.72325381645,748.0973700247923
536.2000537109375,28695.747852325396,25925.80747457627,338.5404758216848,396.4428884431176,447.71683854430563,27108.50767738538,1587.240174940016
536.3000537109374,28875.012958428688,25958.480066521737,326.1858732269281,377.59427903762827,422.4766232467735,27084.736842033068,1790.2761163956202
536.4000537109374,28626.234874874226,25991.152658467236,314.49243991704327,360.04846990596326,399.28938044438297,27064.982948734625,1561.251926139601
536.5000537109374,28445.240523826855,26023.825250412738,303.41403074097656,343.688992856055,377.9406479664263,27048.868921976195,1396.3716018506602
536.6000537109375,28515.94091205675,26056.49784235824,292.9084400090654,328.41201454667237,358.2429903071616,27036.06128722114,1479.879624835612
536.7000537109375,28636.26183277308,26089.170434303738,282.9370064044325,314.12473869196714,340.0320374787099,27026.264216878848,1609.9976158942336
536.8000537109374,27862.656177428795,26121.8430262492,273.4642631659563,300.7440373902424,323.16318838319853,27019.214515188596,843.4416622401986
536.9000537109374,28288.629368372593,26154.515618194702,264.4576277348585,288.1952750597612,307.50884944489235,27014.677370434216,1273.9519979383767
537.0000537109374,28317.425790360507,26187.188210140204,255.88712587858026,276.41129483654174,292.9561100788582,27012.442740934184,1304.9830494263224
537.1000537109375,28576.799928122808,26219.860802085703,247.72514600013966,265.331542456329,279.404777671644,27012.322268213815,1564.4776599089928
537.2000537109375,28356.1724322107,26252.533394031205,239.9462199309243,254.90130685218364,266.7657101916641,27014.146631005977,1342.0258012047234
537.3000537109374,28190.23312424657,26285.205985976667,232.52682700581857,245.07106013957832,254.95939635313036,27017.763269475196,1172.4698547713742
537.4000537109374,28021.876833613736,26317.87857792217,225.44521864677253,235.7958824840542,243.91474251953164,27023.034421572527,998.8424120412092
537.5000537109374,28605.48181381048,26350.551169867667,218.681261046089,227.03495967119468,233.5680329062593,27029.83542349121,1575.646390319267
537.6000537109375,27761.277303529852,26383.22376181317,212.2162938530168,218.75114311866116,223.86203556324665,27038.053234348095,723.2240691817569
537.7000537109375,28741.541881944027,26415.896353758668,206.03300303585112,210.91056366217657,214.7452314034572,27047.585151860152,1693.9567300838753
537.8000537109374,28497.028260494786,26448.568945704134,200.11530632239837,203.48229177066554,206.1711474265592,27058.337691223758,1438.690569271028
537.9000537109374,28340.61835787578,26481.241537649636,194.44824982066464,196.4380379497417,198.09777845265484,27070.225603872696,1270.3927540030854
538.0000537109374,27990.76735641887,26513.914129595134,189.01791459366444,189.75188801645913,190.48708427092905,27083.171016476186,907.5963399426837
538.1000537109375,28218.55080018115,26546.586721540632,183.81133211081783,183.4000687028537,183.30455123418085,27097.102673588484,1121.448126592666
538.2000537109375,27661.29337627185,26579.259313486134,178.81640762770914,177.3607396981108,176.51880908259412,27111.955269894548,549.3381063773013
538.3000537109374,27766.836973498383,26611.9319054316,174.0218506580062,171.61380878914906,170.10129522832196,27127.66886010708,639.1681133913044
538.4000537109374,28212.021873786944,26644.6044973771,169.41711179900244,166.14076722482451,164.025959933813,27144.188336334737,1067.8335374522067
538.5000537109374,27717.416128135108,26677.277089322597,164.99232525753078,160.92454282383395,158.26900681649113,27161.462964220453,555.9531639146553
538.6000537109375,27755.169338681873,26709.9496812681,160.73825649723668,155.94936868183567,152.8086639463615,27179.44597039353,575.7233682883416
538.7000537109375,27147.193167822854,26742.6222732136,156.64625449353812,151.20066561966476,147.62498150168258,27198.094174828486,-50.90100700563198
538.8000537109374,27662.976086067338,26775.294865159063,152.70820813961345,146.6649367588706,142.69965253393647,27217.367662591485,445.60842347585276
538.9000537109374,27973.165015094786,26807.96745710456,148.9165063969338,142.3296728202042,138.0158538868949,27237.229490208596,735.9355248861903
539.0000537109374,28118.34315458304,26840.640049050064,145.26400182807856,138.18326692051735,133.5581047313335,27257.645422529993,860.6977320530459
539.1000537109375,28015.65932215721,26873.312640995566,141.74397718829894,134.21493779797288,129.31214052941897,27278.583696511258,737.0756256459536
539.2000537109375,27600.128171476324,26905.985232941064,138.35011478676472,130.41466052894654,125.26480054227063,27300.014808799046,300.11336267727893
539.3000537109374,27545.523461217723,26938.65782488653,135.07646835866203,126.77310391504999,121.40392724869756,27321.91132440894,223.61213680878427
539.4000537109374,27328.42814045778,26971.33041683203,131.91743721615185,123.28157381840002,117.71827626026682,27344.247704126847,-15.819563669065246
539.5000537109374,27446.369887656198,27004.00300877753,128.86774247006292,119.93196180980303,114.19743550357019,27367.00014856097,79.3697390952293
539.6000537109375,27250.689298542573,27036.67560072303,125.92240513517123,116.7166985695205,110.83175259945669,27390.14645702718,-139.45715848460532
539.7000537109375,26655.418305127983,27069.34819266853,123.07672595081755,113.6287115458491,107.61226950573887,27413.665899670938,-758.2475945429542
539.8000537109374,26877.972994433305,27102.020784613997,120.32626676523691,110.66138643372933,104.53066360734441,27437.53910142031,-559.5661069870039
539.9000537109374,26845.746526829065,27134.693376559495,117.66683334686185,107.80853208546868,101.57919453927667,27461.7479365311,-616.0014097020357
540.0000537109374,26417.47011225382,27167.365968504993,115.09445949920288,105.06434850937828,98.75065611543911,27486.275432629012,-1068.8053203751915
540.1000537109375,26383.930394387873,27200.038560450495,112.60539236766441,102.42339765027734,96.03833281213858,27511.105683280577,-1127.175288892704
540.2000537109375,26504.035178528946,27232.711152395997,110.19607883737679,99.88057667955071,93.43596032104844,27536.223768233973,-1032.188589705027
540.3000537109374,26618.733949232064,27265.38374434146,107.86315293056745,97.43109355194548,90.93768974358244,27561.615680567556,-942.8817313354921
540.4000537109374,26886.759069378266,27298.056336286958,105.60342412051897,95.07044461235046,88.53805504849275,27587.26826006832,-700.5091906900525
540.5000537109374,26788.31297381769,27330.72892823246,103.41386648686654,92.7943940588469,86.23194345806515,27613.16913223624,-824.8561584185481
540.6000537109375,26273.124096199317,27363.401520177962,101.29160864376891,90.59895508853988,84.01456846621303,27639.306652376483,-1366.1825561771657
540.7000537109375,26155.012989483766,27396.07411212346,99.23392437876646,88.48037257075981,81.88144522516995,27665.669854298158,-1510.6568648143912
540.8000537109374,26930.621662739137,27428.746704068923,97.23822394565845,86.4351071081063,79.82836806662979,27692.24840318932,-761.6267404501814
540.9000537109374,26584.24253952577,27461.419296014425,95.3020459597571,84.45982035995661,77.8513899488472,27719.032552282984,-1134.7900127572138
541.0000537109374,26152.131084557823,27494.091887959927,93.42304984845593,82.55136151568131,75.94680364383638,27746.0131029679,-1593.8820184100769
541.1000537109375,26358.65647740707,27526.764479905425,91.59900881406692,80.70675481591844,74.11112449862702,27773.18136803404,-1414.5248906269699
541.2000537109375,26575.60315091589,27559.437071850927,89.82780326966522,78.92318803031267,72.34107462218346,27800.52913777309,-1224.9259868572008
541.3000537109374,26058.697522144437,27592.109663796393,88.10741471198926,77.19800180897693,70.63356836507636,27828.048648682434,-1769.3511265379966
541.4000537109374,26132.79860635758,27624.78225574189,86.43591999848526,75.52867983288762,68.9856989727476,27855.73255454601,-1722.9339481884308
541.5000537109374,26014.924090606793,27657.45484768739,84.81148599838077,73.91283969557509,67.39472630543665,27883.573899686784,-1868.6498090799905
541.6000537109375,25927.028168549306,27690.12743963289,83.23236459010687,72.34822445477184,65.85806552859115,27911.566094206362,-1984.537925657056
541.7000537109375,26501.501455886002,27722.800031578394,81.6968879797309,70.8326947984614,64.3732766872742,27939.70289104386,-1438.2014351578582
541.8000537109374,26659.609188433446,27755.472623523856,80.20346431709135,69.36422177485761,62.93805508660624,27967.978364702412,-1308.3691762689668
541.9000537109374,27775.00215296049,27788.145215469354,78.750573588211,67.94088004045473,61.550222407917225,27996.386891505936,-221.38473854544645
542.0000537109374,26546.41968768513,27820.817807414856,77.33676376431401,66.56084158446659,60.20771849713144,28024.92313126077,-1478.5034435756388
542.1000537109375,26604.97211303341,27853.49039936036,75.96064718927764,65.22236989164941,58.908593767940005,28053.582010209226,-1448.6098971758147
542.2000537109375,27420.65113583328,27886.162991305857,74.62089718883627,63.92381450892745,57.651002167822455,28082.358705171442,-661.707569338163
542.3000537109374,26920.257951392527,27918.83558325132,73.31624488612604,62.66360598424611,56.43319465982666,28111.24862878152,-1190.9906773889925
542.4000537109374,26390.188512981822,27951.50817519682,72.04547620935118,61.44025114882422,55.25351317739646,28140.247415732392,-1750.0589027505703
542.5000537109374,26517.586319938506,27984.180767142323,70.80742907847339,60.25232871648871,54.110385013494295,28169.35090995078,-1651.7645900122734
542.6000537109375,27349.00575345448,28016.85335908782,69.60099075877262,59.09848517597266,53.00231760875133,28198.555152631317,-849.549399176838
542.7000537109375,26526.91114440549,28049.525951033324,68.42509537009383,57.977430954145305,51.92789370660615,28227.85637106417,-1700.9452266586777
542.8000537109374,26835.99544567064,28082.198542978786,67.27872154140347,56.887936829961035,50.8857668462296,28257.25096819638,-1421.2555225257383
542.9000537109374,26854.304499552636,28114.871134924288,66.16089020105059,55.828830580593525,49.87465716661835,28286.73551287255,-1432.4310133199142
543.0000537109374,27382.550272980632,28147.543726869786,65.07066249385987,54.79899384276993,48.89334749759562,28316.30673070401,-933.7564577233788
543.1000537109375,27079.472234393026,28180.216318815288,64.00713781678792,53.79735917366333,47.94067971552354,28345.961495521264,-1266.4892611282376
543.2000537109375,27261.255921707696,28212.88891076079,62.96945196551735,52.82290729700704,47.01555134347997,28375.696821366793,-1114.4408996590973
543.3000537109374,28116.253269489236,28245.561502706252,61.95677538488587,51.87466452121926,46.116912377355014,28405.509854989712,-289.2565855004759
543.4000537109374,27873.904330495563,28278.23409465175,60.968311516555566,50.95170031737646,45.24376232088827,28435.397868806573,-561.4935383110096
543.5000537109374,27732.932678720474,28310.906686597253,60.00329523781616,50.05312504585214,44.39514741410778,28465.358254295028,-732.4255755745544
543.6000537109375,27812.279420340867,28343.579278542755,59.06099138580597,49.17808782127394,43.570158040884884,28495.38851579072,-683.1090954498541
543.7000537109375,27942.185747569463,28376.251870488253,58.140693361871456,48.32577450628907,42.76792630252644,28525.48626465894,-583.3005170894758
543.8000537109374,27580.52319568406,28408.924462433715,57.24172181112906,47.49540582533699,41.98762374537125,28555.64921381555,-975.1260181314901
543.9000537109374,27901.088936480774,28441.597054379217,56.363423372632575,46.686235590298836,41.22845923132839,28585.875172573476,-684.7862360927029
544.0000537109374,27760.00881751185,28474.26964632472,55.50516949588219,45.89754903052463,40.489676941197494,28616.162041792322,-856.1532242804715
544.1000537109375,28155.07184079335,28506.942238270218,54.666355319664966,45.12866122026885,39.77055450138611,28646.507809311537,-491.435968518188
544.2000537109375,28121.744009016576,28539.61483021572,53.84639860952017,44.37891559711386,39.070401225406414,28676.91054564776,-555.1665366311827
544.3000537109374,28475.95370476947,28572.287422161182,53.04473875034994,43.647682565415344,38.388556462188525,28707.368399939136,-231.41469516966754
544.4000537109374,29133.75356188967,28604.960014106684,52.260835790926684,42.93435817924029,37.724388043862774,28737.879596120714,395.8739657689548
544.5000537109374,29503.398494077013,28637.632606052182,51.49416953727939,42.23836289968473,37.07729082624167,28768.44242931539,734.9560647616236
544.6000537109375,29576.304370208352,28670.305197997684,50.74423869210694,41.55914042179767,36.446685315719904,28799.055262427308,777.2491077810446
544.7000537109375,28893.81767462129,28702.977789943187,50.01056003758177,40.896156566706615,35.832016376810294,28829.716522924286,64.10115169700293
544.8000537109374,29040.714388611053,28735.65038188865,49.292667659058985,40.24889823483494,35.23275201495057,28860.42469979749,180.28968881356195
544.9000537109374,28848.732775496745,28768.322973834147,48.590112207365415,39.61687241639131,34.64838222961411,28891.17834068752,-42.44556519077378
545.0000537109374,28800.99556577965,28800.99556577965,47.90246019750588,38.99960525559122,34.07841793313577,28921.97604916588,-120.98048338623266
