binding_energy_eV,raw_intensity,background,component:carbonyl_O,component:acid_hydroxyl_methoxy_O,total_fit,residual
533.4000537109374,52429.95730907162,26715.05917506128,1829.5928641703294,22811.09803633357,51355.75007556518,1074.207233506444
533.5000537109374,48565.27073557368,26715.05917506128,1693.513047972534,18884.82925181208,47293.401474845894,1271.8692607277844
533.6000537109375,44430.462459660564,26715.05917506128,1573.504021150192,15477.329237567905,43765.89243377937,664.5700258811921
533.7000537109375,41628.401936371,26715.05917506128,1466.5637804176674,12597.173267988699,40778.796223467645,849.6057129033579
533.8000537109374,39102.90273079654,26715.05917506128,1370.5139158175916,10220.42746034115,38306.00055122002,796.9021795765148
533.9000537109374,36337.87893616366,26715.05917506128,1283.7250843406375,8300.593633564626,36299.37789296654,38.501043197116815
534.0000537109374,34671.08430940761,26715.05917506128,1204.9370885983521,6778.019892550821,34698.016156210455,-26.93184680284321
534.1000537109375,33530.37868067381,26715.05917506128,1133.1432669179192,5588.054059973628,33436.25650195283,94.122178720987
534.2000537109375,31848.18086820241,26715.05917506128,1067.5168434386112,4667.404381204931,32449.980399704822,-601.7995315024127
534.3000537109374,31005.747325961533,26715.05917506128,1007.3637735996967,3958.4907453340497,31680.913693995026,-675.1663680334932
534.4000537109374,30232.009269554474,26715.05917506128,952.0919347848256,3411.884132274394,31079.0352421205,-847.0259725660253
534.5000537109374,29876.42420092987,26715.05917506128,901.1902844525453,2987.1592479689066,30603.408707482733,-726.9845065528643
534.6000537109375,29797.01073279901,26715.05917506128,854.2141162308982,2652.5968560611122,30221.87014735329,-424.85941455427746
534.7000537109375,28820.304139822176,26715.05917506128,810.7741245534144,2384.1794739066963,29910.01277352139,-1089.7086336992143
534.8000537109374,28689.86638765286,26715.05917506128,770.5279403929227,2164.25919224092,29649.846307695123,-959.979920042264
534.9000537109374,28056.654818374172,26715.05917506128,733.1733540588086,1980.1763589039645,29428.408888024052,-1371.75406964988
535.0000537109374,28147.076856125568,26715.05917506128,698.4427546557479,1823.0035494035876,29236.505479120617,-1089.4286229950485
535.1000537109375,27847.242882930936,26715.05917506128,666.0984914316601,1686.5005099557472,29067.658176448687,-1220.4152935177517
535.2000537109375,28739.66893749053,26715.05917506128,635.928961196981,1566.301460837341,28917.2895970956,-177.62065960507243
535.3000537109374,28530.09689058525,26715.05917506128,607.7452833587856,1459.3167537948586,28782.121212214923,-252.02432162967307
535.4000537109374,27668.71134434332,26715.05917506128,581.3784591214751,1363.3119481547365,28659.749582337492,-991.038237994173
535.5000537109374,27891.68087717466,26715.05917506128,556.6769342600063,1276.6226569772027,28548.35876629849,-656.6778891238318
535.6000537109375,27960.707689549756,26715.05917506128,533.5045008653989,1197.967062967171,28446.53073889385,-485.8230493440933
535.7000537109375,28061.514836249244,26715.05917506128,511.7384853386697,1126.3252152201298,28353.12287562008,-291.6080393708362
535.8000537109374,27743.32918956018,26715.05917506128,491.2681791106374,1060.8621048153518,28267.189458987268,-523.8602694270885
535.9000537109374,28041.526652340763,26715.05917506128,471.9934758962942,1000.8784857866627,28187.93113674424,-146.4044844034761
536.0000537109374,27963.743656898383,26715.05917506128,453.823685233893,945.7788528742169,28114.66171316939,-150.9180562710062
536.1000537109375,27884.820623841242,26715.05917506128,436.6764969228434,895.0498891757112,28046.785561159835,-161.964937318593
536.2000537109375,28695.747852325396,26715.05917506128,420.4770749855501,848.2453105863449,27983.781560633175,711.9662916922207
536.3000537109374,28875.012958428688,26715.05917506128,405.15726309937435,804.974690945685,27925.19112910634,949.8218293223472
536.4000537109374,28626.234874874226,26715.05917506128,390.6548862064057,764.8948553272809,27870.608916594967,755.6259582792591
536.5000537109374,28445.240523826855,26715.05917506128,376.91313531241644,727.7030146206724,27819.67532499437,625.5651988324862
536.6000537109375,28515.94091205675,26715.05917506128,363.8800244127618,693.131147344202,27772.070346818244,743.870565238507
536.7000537109375,28636.26183277308,26715.05917506128,351.5079101003622,660.9413211046377,27727.50840626628,908.7534265068025
536.8000537109374,27862.656177428795,26715.05917506128,339.75306577074014,630.9217509776165,27685.733991809637,176.92218561915797
536.9000537109374,28288.629368372593,26715.05917506128,328.57530348652426,602.8834525698916,27646.517931117694,642.1114372548982
537.0000537109374,28317.425790360507,26715.05917506128,317.93763753451077,576.6573841591114,27609.654196754902,707.7715936056047
537.1000537109375,28576.799928122808,26715.05917506128,307.8059845307207,552.0919960069546,27574.957155598957,1001.8427725238507
537.2000537109375,28356.1724322107,26715.05917506128,298.1488956287366,529.05112139103,27542.25919208105,813.913240129652
537.3000537109374,28190.23312424657,26715.05917506128,288.9373169822186,507.4121560316334,27511.408648075132,678.8244761714377
537.4000537109374,28021.876833613736,26715.05917506128,280.1443751214244,487.06448194750266,27482.268032130207,539.6088014835295
537.5000537109374,28605.48181381048,26715.05917506128,271.74518433936925,467.9080992096056,27454.712458610255,1150.7693552002238
537.6000537109375,27761.277303529852,26715.05917506128,263.7166735565925,449.85243507545624,27428.628283693328,332.64901983652453
537.7000537109375,28741.541881944027,26715.05917506128,256.03743045514665,432.8153049068673,27403.911910423296,1337.6299715207315
537.8000537109374,28497.028260494786,26735.106695284452,248.68756094901104,416.7220033260331,27400.516259559496,1096.5120009352904
537.9000537109374,28340.61835787578,26735.106695284452,241.64856229712203,401.50450741963886,27378.259765001214,962.358592874567
538.0000537109374,27990.76735641887,26735.106695284452,234.90320837209754,387.1007765888929,27357.11068024544,633.6566761734284
538.1000537109375,28218.55080018115,26735.106695284452,228.43544577662541,373.45413596717276,27336.99627702825,881.5545231528995
538.2000537109375,27661.29337627185,26735.106695284452,222.23029965538353,360.51273227154525,27317.849727211382,343.4436490604676
538.3000537109374,27766.836973498383,26735.106695284452,216.27378818556912,348.2290525844153,27299.609536054435,467.22743744394757
538.4000537109374,28212.021873786944,26735.106695284452,210.5528448471315,336.55949793277864,27282.219038064362,929.8028357225812
538.5000537109374,27717.416128135108,26735.106695284452,205.05524767696875,325.4640046891039,27265.625947650526,451.7901804845824
538.6000537109375,27755.169338681873,26735.106695284452,199.76955480123746,314.9057077949992,27249.78195788069,505.3873808011849
538.7000537109375,27147.193167822854,26735.106695284452,194.68504561912536,304.850640637953,27234.64238154153,-87.44921371867531
538.8000537109374,27662.976086067338,26735.106695284452,189.79166708059662,295.2674671152724,27220.16582948032,442.81025658701765
538.9000537109374,27973.165015094786,26735.106695284452,185.07998456154743,286.12724201911686,27206.313921865116,766.8510932296704
539.0000537109374,28118.34315458304,26735.106695284452,180.54113689354799,277.40319638878253,27193.051028566784,925.2921260162548
539.1000537109375,28015.65932215721,26735.106695284452,176.16679515244488,269.07054491418995,27180.34403535109,835.3152868061225
539.2000537109375,27600.128171476324,26735.106695284452,171.94912485205506,261.1063128507015,27168.162132987207,431.96603848911764
539.3000537109374,27545.523461217723,26735.106695284452,167.880751226005,253.48918022817168,27156.47662673863,389.0468344790934
539.4000537109374,27328.42814045778,26735.106695284452,163.95472731348713,246.19934141535538,27145.260764013296,183.16737644448585
539.5000537109374,27446.369887656198,26735.106695284452,160.16450459381204,239.21837834108948,27134.489578219353,311.880309436845
539.6000537109375,27250.689298542573,26735.106695284452,156.50390594023852,232.5291458810305,27124.13974710572,126.5495514368522
539.7000537109375,26655.418305127983,26735.106695284452,152.96710068664436,226.11566809898872,27114.189464070085,-458.77115894210147
539.8000537109374,26877.972994433305,26735.106695284452,149.54858162091378,219.9630441879604,27104.618321093327,-226.64532666002196
539.9000537109374,26845.746526829065,26735.106695284452,146.24314373711834,214.05736309187768,27095.40720211345,-249.66067528438361
540.0000537109374,26417.47011225382,26735.106695284452,143.045864594892,208.38562590765562,27086.538185787,-669.0680735331807
540.1000537109375,26383.930394387873,26735.106695284452,139.9520861487849,202.9356752702613,27077.994456703498,-694.064062315625
540.2000537109375,26504.035178528946,26735.106695284452,136.95739792351483,197.69613101418085,27069.760224222147,-565.7250456932015
540.3000537109374,26618.733949232064,26735.106695284452,134.0576214226008,192.65633148371612,27061.82064819077,-443.0866989587048
540.4000537109374,26886.759069378266,26735.106695284452,131.2487956683141,187.80627993404264,27054.161770886807,-167.4027015085412
540.5000537109374,26788.31297381769,26735.106695284452,128.52716378032997,183.13659552614175,27046.770454590926,-258.45748077323515
540.6000537109375,26273.124096199317,26735.106695284452,125.88916050878225,178.63846847227973,27039.634324265513,-766.5102280661959
540.7000537109375,26155.012989483766,26735.106695284452,123.33140064513181,174.30361893629828,27032.741714865882,-877.728725382116
540.8000537109374,26930.621662739137,26735.106695284452,120.85066824103377,170.12425933470982,27026.081622860194,-95.45996012105752
540.9000537109374,26584.24253952577,26735.106695284452,118.4439065715622,166.09305972159885,27019.643661577615,-435.40112205184414
541.0000537109374,26152.131084557823,26735.106695284452,116.10820878477875,162.2031159731894,27013.41802004242,-861.286935484597
541.1000537109375,26358.65647740707,26735.106695284452,113.84080918456796,158.44792051682532,27007.395424985847,-648.7389475787786
541.2000537109375,26575.60315091589,26735.106695284452,111.63907509831742,154.82133537507917,27001.567105757847,-425.9639548419582
541.3000537109374,26058.697522144437,26735.106695284452,109.50049928508872,151.31756731854827,26995.92476188809,-937.2272397436536
541.4000537109374,26132.79860635758,26735.106695284452,107.42269284366881,147.93114494132894,26990.46053306945,-857.6619267118695
541.5000537109374,26014.924090606793,26735.106695284452,105.40337858333184,144.6568974914494,26985.166971359235,-970.2428807524411
541.6000537109375,25927.028168549306,26735.106695284452,103.44038482313854,141.48993530465532,26980.037015412247,-1053.0088468629401
541.7000537109375,26501.501455886002,26735.106695284452,101.53163958848631,138.42563170461216,26975.06396657755,-473.5625106915468
541.8000537109374,26659.609188433446,26735.106695284452,99.67516517612192,135.45960624550656,26970.24146670608,-310.6322782726347
541.9000537109374,27775.00215296049,26735.106695284452,97.86907306115206,132.5877091846799,26965.563477530282,809.4386754302068
542.0000537109374,26546.41968768513,26735.106695284452,96.11155912174284,129.80600708344173,26961.024261489638,-414.6045738045068
542.1000537109375,26604.97211303341,26735.106695284452,94.40089915905425,127.1107694434712,26956.618363886977,-351.646250853566
542.2000537109375,27420.65113583328,26735.106695284452,92.73544469179075,124.49845629476847,26952.340596271013,468.31053956226606
542.3000537109374,26920.257951392527,26735.106695284452,91.11361900631448,121.96570665863585,26948.1860209494,-27.928069556874107
542.4000537109374,26390.188512981822,26735.106695284452,89.53391344474042,119.50932781601148,26944.149936545204,-553.9614235633817
542.5000537109374,26517.586319938506,26735.106695284452,87.99488391481505,117.12628531770025,26940.227864516968,-422.64154457846234
542.6000537109375,27349.00575345448,26735.106695284452,86.49514760654841,114.81369367851364,26936.415536569515,412.5902168849643
542.7000537109375,26526.91114440549,26735.106695284452,85.03337990176257,112.5688077024607,26932.708882888677,-405.79773848318655
542.8000537109374,26835.99544567064,26735.106695284452,83.6083114637186,110.38901439062643,26929.104021138795,-93.10857546815532
542.9000537109374,26854.304499552636,26735.106695284452,82.2187254949366,108.27182538749624,26925.597246166886,-71.29274661425006
543.0000537109374,27382.550272980632,26735.106695284452,80.8634551522279,106.21486992527039,26922.18502036195,460.36525261868155
543.1000537109375,27079.472234393026,26735.106695284452,79.54138110870468,104.21588822901253,26918.86396462217,160.60826977085526
543.2000537109375,27261.255921707696,26735.106695284452,78.25142925332716,102.27272534864125,26915.63084988642,345.6250718212759
543.3000537109374,28116.253269489236,26735.106695284452,76.99256851919475,100.38332538651896,26912.482589190167,1203.7706802990688
543.4000537109374,27873.904330495563,26735.106695284452,75.7638088324148,98.54572609193936,26909.416230208808,964.4881002867551
543.5000537109374,27732.932678720474,26735.106695284452,74.5641991739873,96.758053796172,26906.428948254612,826.5037304658617
543.6000537109375,27812.279420340867,26735.106695284452,73.39282574762554,95.01851866375918,26903.51803969584,908.7613806450281
543.7000537109375,27942.185747569463,26735.106695284452,72.24881024697373,93.32541023775904,26900.680915769186,1041.5048318002773
543.8000537109374,27580.52319568406,26735.106695284452,71.13130821610628,91.67709325834323,26897.9150967589,682.6080989251604
543.9000537109374,27901.088936480774,26735.106695284452,70.03950749761353,90.07200373576329,26895.218206517828,1005.8707299629459
544.0000537109374,27760.00881751185,26735.106695284452,68.97262676299097,88.50864526020527,26892.58796730765,867.420850204202
544.1000537109375,28155.07184079335,26735.106695284452,67.92991412036211,86.98558553232772,26890.02219493714,1265.0496458562084
544.2000537109375,28121.744009016576,26744.023835743323,66.91064579494153,85.50145309957432,26896.435934637837,1225.3080743787395
544.3000537109374,28475.95370476947,26744.023835743323,65.91412487792533,84.05493428443977,26893.99289490569,1581.96080986378
544.4000537109374,29133.75356188967,26899.42336917489,64.93968013978228,82.64477029190273,27047.007819606573,2086.7457422830958
544.5000537109374,29503.398494077013,27351.450561432823,63.986664904204474,81.26975448422007,27496.706980821247,2006.691513255766
544.6000537109375,29576.304370208352,27910.448889535495,63.05445597918187,79.9287298120892,28053.432075326768,1522.8722948815848
544.7000537109375,28893.81767462129,28404.289677345583,62.142452641931364,78.62058639204342,28545.05271637956,348.7649582417289
544.8000537109374,29040.714388611053,28492.493250098483,61.250075674599444,77.3442592206473,28631.08758499373,409.6268036173242
544.9000537109374,28848.732775496745,28633.89901629529,60.37676644785448,76.09872601673783,28770.374508759884,78.35826673686097
545.0000537109374,28800.99556577965,28660.078737006603,59.52198604968635,74.88300518360923,28794.4837282399,6.511837539750559
